Date,Id,Genotype,Birthdate,Sex,Tx,Tx_Start,Slice_Loc_Run,Trial_x_Time,Stim_Intensity,Stim_Layer,RLI,Cx,n_Pulses,Pulse_index,IPI,ROI_Id,Visual,Layers,Amp,PeakTime,SNR,Latency,Halfwidth,Rise,Decay,Euc_dist,nPixel
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,1,1.0,5,0.00100041,55.5,5.53529,53.3105,3.73545,2.18955,1.5459,33.83784863137726,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,2,1.0,5,0.00106567,55.5,5.21688,49.3479,7.75396,6.15207,1.60189,32.01562118716424,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,3,1.0,4,0.00105766,50.5,5.71511,49.5377,5.41994,0.962287,4.45765,13.933873583711213,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,4,1.0,4,0.0011028,51.0,5.16956,49.7136,5.27412,1.28638,3.98774,8.54400374531753,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,5,1.0,2_3,0.00110305,51.0,7.41681,49.9462,5.33256,1.05379,4.27877,18.027756377319943,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,6,1.0,2_3,0.00110676,53.0,6.45735,50.3515,4.80789,2.64854,2.15936,18.027756377319943,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,7,1.0,4,0.00111372,50.5,6.02395,49.2915,5.61237,1.20851,4.40385,32.31098884280702,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,8,1.0,4,0.00111476,51.5,5.68602,50.2628,5.45842,1.23717,4.22125,41.62100112678709,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,9,1.0,4,0.00113075,51.0,6.71743,49.787,4.29532,1.21297,3.08235,29.49590848635978,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,11,1.0,4,0.00111078,51.0,7.14375,49.829,4.42507,1.17097,3.2541,20.40273593149619,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,13,1.0,4,0.00113666,50.5,5.79566,49.6286,2.59043,0.871351,1.71907,12.103559819694368,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,14,1.0,4,0.00112835,51.0,6.68131,49.8644,3.12869,1.13564,1.99305,19.60236220839229,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,17,1.0,4,0.00117874,50.5,7.69384,49.5358,2.69405,0.964224,1.72982,12.569044597256362,4.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,18,1.0,4,0.00121267,51.0,5.97685,49.7884,4.67844,1.2116,3.46684,18.5270269838802,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,19,1.0,5,0.00121755,54.0,5.76278,49.8114,5.95013,4.18863,1.76151,28.231188426986208,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,20,1.0,5,0.0012399,54.5,5.27532,52.8632,3.88437,1.63677,2.24761,35.73513677041127,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,22,1.0,2_3,0.00125777,51.0,5.9722,49.9949,5.52232,1.00513,4.5172,21.93171219946131,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,23,1.0,4,0.00125636,55.5,6.1936,53.6048,4.27363,1.89525,2.37838,44.04008685078575,4.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,26,1.0,2_3,0.00129087,51.0,5.76331,50.007,4.37942,0.993017,3.3864,16.1245154965971,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,27,1.0,4,0.00130341,55.5,5.17918,50.1362,7.02726,5.36377,1.66348,35.0,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,29,1.0,2_3,0.00131144,54.5,5.24149,50.2537,6.19267,4.24631,1.94637,25.29822128134704,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,30,1.0,4,0.00131204,50.5,9.28618,49.6187,2.46129,0.881271,1.58002,28.861739379323623,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,32,1.0,4,0.00132709,51.0,5.09975,50.0289,2.6573,0.971133,1.68617,10.0,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,33,1.0,4,0.00133357,51.5,5.74705,49.8476,3.95567,1.65242,2.30324,13.152946437965904,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,35,1.0,2_3,0.0013635,51.0,5.00192,50.1141,3.32087,0.885905,2.43496,22.56102834535696,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,37,1.0,2_3,0.00129229,54.0,7.3415,50.2799,5.48179,3.72007,1.76172,21.71270447684202,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,38,1.0,4,0.00141722,50.5,6.96179,49.3669,6.18463,1.13307,5.05156,24.839484696748443,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,40,1.0,4,0.001437,50.5,9.19095,49.3639,3.42177,1.13606,2.28571,13.152946437965904,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,41,1.0,4,0.00147016,51.0,7.65804,49.8087,2.81997,1.19125,1.62872,16.010723332054695,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,42,1.0,2_3,0.00148291,51.0,6.31275,49.8903,2.85984,1.10974,1.75011,21.840329667841555,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,43,1.0,2_3,0.00148926,51.5,5.5213,50.4983,2.95033,1.00174,1.94859,32.92964640144642,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,44,1.0,2_3,0.0014926,51.5,5.39736,50.2753,5.10534,1.22467,3.88067,27.31300056749533,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,45,1.0,2_3,0.00151447,51.0,5.51531,49.9877,2.92411,1.01229,1.91182,15.264337522473747,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,46,1.0,4,0.00156001,51.5,5.47684,50.3779,3.54465,1.1221,2.42255,8.744137827658346,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,47,1.0,4,0.001596,51.0,6.98411,49.7017,3.21644,1.29826,1.91818,17.46424919657298,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,48,1.0,4,0.00159725,51.5,5.72393,49.8563,3.79649,1.64366,2.15284,14.637440787076256,2.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,49,1.0,2_3,0.00160999,51.0,5.44295,50.0358,5.23522,0.964236,4.27099,23.43074902771996,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,51,1.0,2_3,0.00163103,51.5,7.04978,50.2696,3.11934,1.23038,1.88896,20.5182845286832,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,52,1.0,4,0.00147785,54.0,7.61734,51.2939,5.61456,2.70607,2.90849,51.1708984881638,5.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,53,1.0,2_3,0.00167737,51.5,5.01317,50.2035,4.69432,1.29646,3.39787,19.209372712298546,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,54,1.0,2_3,0.00168327,51.0,6.71031,49.5998,2.6669,1.40017,1.26673,17.69180601295413,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,55,1.0,2_3,0.0016874,51.5,5.43974,50.3365,2.89162,1.16352,1.7281,20.00689863882981,4.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,57,1.0,4,0.00172351,52.0,6.78359,50.4965,3.74577,1.5035,2.24226,12.806248474865695,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,58,1.0,4,0.00169227,54.5,8.76452,53.3978,3.47342,1.1022,2.37123,47.40815011601199,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,60,1.0,4,0.00179875,52.0,5.11282,50.5798,4.01809,1.4202,2.59789,17.4928556845359,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,61,1.0,4,0.00187769,52.0,9.62149,50.5137,3.86152,1.48632,2.3752,14.866068747318506,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,62,1.0,2_3,0.00190614,51.0,5.91104,49.9955,2.8988,1.00455,1.89425,25.88591805218832,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,63,1.0,2_3,0.00195525,53.0,6.23322,50.493,5.53181,2.50697,3.02484,35.60277622632617,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,64,1.0,4,0.00204015,54.5,5.97487,53.1084,3.48875,1.39159,2.09715,46.14108798023731,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,66,1.0,2_3,0.00208806,53.5,6.53785,52.1647,2.927,1.33532,1.59168,27.073972741361768,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,67,1.0,2_3,0.00211557,51.0,6.68026,50.1052,2.59993,0.894802,1.70513,34.0147027033899,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,68,1.0,2_3,0.00217667,52.5,5.13652,50.1354,6.71223,2.36456,4.34767,33.24154027718932,1.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,69,1.0,2_3,0.00224101,54.0,5.89678,50.365,5.34377,3.63496,1.70881,29.67222067986909,3.0
10-04-2021,5747,FXR1,08-11-2021,M,FXR1_Control,,01_01_01,5_15,200,4,1.8,BC,1,Stim1,,70,1.0,2_3,0.00230107,51.0,5.26581,50.1861,6.53468,0.813906,5.72077,33.95585369269929,1.0
